"Name","Amount","Month","State","Lead_Source","Converted"
"Mr. Brad McKenzie PhD",692.938388080216,12,"Montana","Social Media",0
"Ezra Schneider",1163.49531207742,8,"Montana","Employee Referral",1
"Stefanie Funk-Kunde",1316.73114859212,3,"Indiana","Employee Referral",1
"Dr. Dian Collins",1199.22093079466,7,"Colorado","Social Media",1
"Johathan Anderson",673.209521744364,8,"Indiana","Employee Referral",0
"Joycelyn Kutch DVM",811.608139420642,11,"Montana","Employee Referral",0
"Allisson Lubowitz",1960.77361113374,7,"Indiana","Advertisement",1
"Mr. Dozier Miller",1340.08284457448,2,"Montana","Advertisement",0
"Krissy Kulas",605.787073264393,12,"Montana","Advertisement",0
"Dr. Vester Weissnat",1330.30687233035,7,"Colorado","Employee Referral",0
"Laron O'Connell-Reilly",897.842341762697,2,"Montana","Employee Referral",0
"Ms. Beatriz Abernathy MD",628.257092469293,11,"Colorado","Advertisement",0
"Renaldo Hamill",829.848112366637,5,"Indiana","Advertisement",1
"Yessenia Connelly",569.752388188503,3,"Indiana","Advertisement",0
"Haruko Nienow",1451.14301296059,12,"Indiana","Advertisement",0
"Brande Gaylord",642.467531284181,9,"Indiana","Employee Referral",0
"Ms. Flor Windler DDS",899.55515174946,8,"Montana","Employee Referral",1
"Merl Gerhold",907.580801628578,9,"Indiana","Employee Referral",1
"Dr. Lise Rogahn MD",387.362489921553,12,"Montana","Employee Referral",0
"Lovell Schneider",609.57726488352,9,"Colorado","Advertisement",0
"Bud Fritsch-Gaylord",367.835456650604,8,"Montana","Social Media",0
"Tatyana Christiansen",1450.49529093512,7,"Montana","Advertisement",1
"Ms. Loreen Herman MD",647.352716024392,10,"Indiana","Employee Referral",0
"Lutie Haag",1376.98882925789,3,"Idaho","Advertisement",1
"Lark Kuphal",507.572425135017,9,"Indiana","Employee Referral",0
"Gasper Harvey-Renner",778.586597850756,2,"Indiana","Employee Referral",0
"Carmel Zulauf-Tremblay",887.156387259469,9,"Indiana","Advertisement",0
"Ms. Kiera Lueilwitz",744.338052470132,9,"Idaho","Advertisement",1
"Dr. Erick Schuppe",2392.149780442,5,"Montana","Advertisement",1
"Maximilian Bartell",956.222499256819,11,"Montana","Advertisement",0
"Mr. Bell Barton",449.431488079185,1,"Idaho","Social Media",0
"Mr. Harvy Dibbert Sr.",758.305594233925,3,"Montana","Social Media",1
"Connie Kulas-O'Connell",427.898505723874,10,"Idaho","Social Media",0
"Miller O'Keefe-Maggio",663.467416811779,11,"Indiana","Employee Referral",0
"Jaylene Ratke",729.353976010303,9,"Idaho","Advertisement",0
"Irena Towne DDS",565.407270540405,3,"Montana","Advertisement",0
"Dax Mayer",1248.55154134171,2,"Indiana","Advertisement",0
"Dorian Ratke",1016.7494015415,2,"Idaho","Advertisement",0
"Dr. Emanuel Hintz IV",756.167539910895,10,"Indiana","Social Media",1
"Cherish Aufderhar",696.721826909148,8,"Montana","Social Media",0
"Jordi Hettinger",497.126261055016,9,"Montana","Advertisement",0
"Jossie Cassin",919.520227498091,2,"Montana","Advertisement",0
"Lillis Shields",594.148265432504,6,"Idaho","Employee Referral",0
"Miss Adelyn Stehr",627.199901250585,12,"Indiana","Advertisement",0
"Golda Luettgen",1485.26393809999,2,"Indiana","Employee Referral",0
"Miss Griselda Strosin",828.415436519271,5,"Idaho","Employee Referral",0
"Dr. Kelsey Bailey",533.789694905395,7,"Idaho","Advertisement",0
"Shelly Murazik",468.16390941938,5,"Montana","Advertisement",0
"Dr. Luis Medhurst",1359.10129729646,11,"Idaho","Employee Referral",0
"Reva Frami",956.921786271363,10,"Indiana","Social Media",1
"Pallie Brakus",801.797451661074,8,"Indiana","Employee Referral",1
"Seth Jacobs DDS",359.021816221964,12,"Indiana","Advertisement",0
"Zander Bernier",633.481783474519,7,"Montana","Employee Referral",0
"Kennard Price",1252.16298668487,1,"Montana","Advertisement",0
"Daisye Toy",632.43256535616,7,"Montana","Advertisement",0
"Makaila Wolf",516.15288310166,4,"Montana","Advertisement",0
"Heber Mann",544.486249113386,11,"Montana","Advertisement",0
"Tory Emard-Haley",619.607778884904,2,"Montana","Employee Referral",0
"Dejuan Hyatt",529.132400010891,12,"Montana","Advertisement",0
"Garland Casper",362.336277579394,3,"Montana","Social Media",1
"Elia O'Hara",841.633921495281,11,"Colorado","Social Media",0
"Dr. Bena Mante PhD",809.993990100977,11,"Indiana","Employee Referral",0
"Bridget Grant",1229.62373023624,2,"Idaho","Advertisement",0
"Henery Smitham",1111.68316948187,7,"Indiana","Advertisement",1
"Zaida Jacobson MD",591.523407429397,8,"Montana","Advertisement",0
"Johnny Jacobs DVM",1139.85578049356,6,"Colorado","Advertisement",0
"Anjelica Kozey",1051.14719155659,12,"Montana","Advertisement",0
"Keshia Schowalter",636.131049704833,6,"Montana","Social Media",0
"Jorden Reichert",1991.35618402631,8,"Indiana","Social Media",1
"Kurt Turner",667.475755018022,11,"Montana","Advertisement",0
"Bryson Larson",655.94481699562,11,"Indiana","Advertisement",0
"Lassie Marquardt",432.662349980781,8,"Montana","Advertisement",0
"Charla Jacobson",1362.52530925677,4,"Montana","Employee Referral",0
"Jamiya Wolff",884.662401176415,10,"Montana","Employee Referral",0
"Phil Goldner",673.48250605774,3,"Idaho","Social Media",1
"Dr. Jeramiah O'Hara IV",863.511037502761,11,"Indiana","Social Media",0
"Audrianna Tillman-Homenick",802.657224576648,1,"Colorado","Advertisement",0
"Lesly Botsford",692.681788406041,2,"Montana","Advertisement",0
"Manilla McGlynn",738.295089439909,9,"Montana","Advertisement",1
"Cherry Moen",788.864911036594,1,"Montana","Advertisement",0
"Haiden Hane",1331.2315872958,4,"Indiana","Employee Referral",1
"Fitzhugh Swaniawski",1486.19371889141,7,"Idaho","Advertisement",1
"Sallie Reilly-Hirthe",779.001545450437,2,"Montana","Advertisement",0
"Carolann Gottlieb",1122.30536505091,3,"Idaho","Advertisement",1
"Caldonia Mosciski",1029.38136139022,11,"Montana","Advertisement",0
"Mr. Seaborn Parker",861.225048757221,11,"Montana","Advertisement",0
"Berkley Macejkovic",1146.88720204098,7,"Colorado","Advertisement",1
"Sumner Kshlerin",1077.92256813148,12,"Idaho","Advertisement",0
"Yurem Blick Jr.",1091.2406706162,4,"Colorado","Advertisement",0
"Mrs. Rachael Wolff DDS",1226.77592957505,6,"Montana","Employee Referral",0
"Schley Nienow",502.97289051815,12,"Montana","Employee Referral",0
"Petra O'Hara",1403.82831826539,1,"Indiana","Employee Referral",0
"Ceylon Pagac-Ziemann",453.954483082229,2,"Montana","Advertisement",0
"Ms. Lauretta Wyman DVM",637.610674767567,3,"Colorado","Employee Referral",0
"Ms. Hazle Krajcik DDS",712.440822064925,9,"Indiana","Advertisement",1
"Dr. Jerilynn Stamm DDS",757.237886355426,4,"Montana","Advertisement",0
"Noble Reinger",1084.22837416191,6,"Montana","Advertisement",1
"Jeanna Schroeder",398.624171766365,1,"Indiana","Employee Referral",0
"Melodee Casper MD",366.464294821712,4,"Idaho","Advertisement",0
"Letha Wilkinson",1830.36110506032,3,"Colorado","Employee Referral",1
"Reginal Gorczany",727.263762179381,12,"Montana","Advertisement",0
"Friend Kemmer",898.795596699351,7,"Montana","Social Media",1
"Dr. Sammie Rice PhD",937.237070181651,12,"Montana","Advertisement",0
"Shelley Stark III",509.697600139726,8,"Colorado","Social Media",0
"Mr. Arnav Adams",728.034957170368,4,"Montana","Employee Referral",1
"Paulette Christiansen",1144.67470490886,8,"Montana","Employee Referral",0
"Dortha Barton MD",1312.26564478765,2,"Montana","Social Media",0
"Conway Mitchell Sr.",373.44986063899,7,"Montana","Social Media",0
"Lynda Gleichner",691.326255057472,4,"Indiana","Employee Referral",0
"Evelyne Doyle",657.858831572238,12,"Montana","Employee Referral",0
"Clarisa Klein",664.391668493613,10,"Montana","Advertisement",0
"Gilberto Kshlerin",796.002366398509,1,"Colorado","Advertisement",0
"Ms. Devon Gorczany DDS",777.183176125915,7,"Indiana","Advertisement",1
"Tim Hilll",1292.0285160877,5,"Indiana","Advertisement",0
"Jaidyn Wolff",741.318213072812,8,"Indiana","Advertisement",1
"Ethelene Littel",970.68574081572,4,"Colorado","Social Media",1
"Hideo Schaefer",1647.27548600143,8,"Montana","Advertisement",1
"Nautica Gutkowski MD",981.185877420363,7,"Montana","Employee Referral",0
"Campbell Doyle",612.725541593085,5,"Colorado","Advertisement",0
"Dempsey Kuhlman DDS",910.715451919503,9,"Indiana","Social Media",1
"Gaylene Grimes",867.258010771528,10,"Idaho","Advertisement",1
"Deangelo Strosin",709.997064308797,11,"Montana","Advertisement",0
"Baker Connelly",2424.62504960154,1,"Idaho","Advertisement",0
"Nathalie Walker",627.936808435919,6,"Idaho","Advertisement",1
"Kaycee Beer",1139.00664891554,12,"Montana","Employee Referral",0
"Kandace Kirlin",877.282971646363,3,"Idaho","Employee Referral",0
"Luciano Lowe",846.117451581998,11,"Montana","Employee Referral",0
"Omar Ratke",604.746329259449,8,"Indiana","Social Media",1
"Mamie Keeling",1125.10162638035,9,"Montana","Advertisement",0
"Sim Lubowitz",771.198474775557,7,"Indiana","Advertisement",1
"Dr. Johnny Koepp II",866.555540243884,2,"Montana","Advertisement",0
"Mr. Dakotah Larson MD",1310.33770557225,6,"Colorado","Advertisement",1
"Gerrit Kerluke",426.05530647574,7,"Montana","Advertisement",1
"Ralph Balistreri",874.688084524014,5,"Indiana","Social Media",1
"Isabell Harvey",885.833088199128,5,"Montana","Social Media",0
"Miss Logan Nicolas",682.57756868709,7,"Montana","Advertisement",0
"Cyrus Skiles",1714.06034144838,5,"Montana","Social Media",1
"Sylvia Satterfield",441.868802238195,1,"Indiana","Employee Referral",0
"Ocie Zemlak",487.389799149841,2,"Indiana","Advertisement",0
"Dionne Wolff",836.077174152727,3,"Montana","Advertisement",1
"Eulah Marquardt",1482.205151537,2,"Montana","Employee Referral",0
"Lillianna Breitenberg-Stroman",433.359247568583,6,"Indiana","Advertisement",1
"Brent Mitchell",722.785864614797,10,"Montana","Advertisement",1
"Mrs. Azalee Koss",361.247258554844,5,"Montana","Employee Referral",0
"Brionna Smith",1367.18581018964,10,"Colorado","Employee Referral",0
"Major Windler III",778.22952941875,3,"Idaho","Advertisement",0
"Elizabeth Buckridge DVM",1603.42573398172,3,"Montana","Advertisement",1
"Gauge Leffler",1092.62278997993,2,"Idaho","Advertisement",0
"Dr. Farrah Becker",1011.80593246258,6,"Colorado","Advertisement",0
"Claribel Carter",702.794759466477,3,"Montana","Advertisement",0
"Roselyn Gleason",1301.85935605346,4,"Montana","Advertisement",1
"Dr. Clifford Effertz Jr.",2196.31488062819,7,"Indiana","Advertisement",1
"Kiley Terry",1670.08142119078,8,"Montana","Employee Referral",1
"Thresa Williamson",543.070720776245,12,"Montana","Social Media",0
"Natalia Kshlerin-Ondricka",621.664990843134,2,"Idaho","Employee Referral",0
"Lockie Schaden DVM",361.947886496774,1,"Indiana","Social Media",0
"Pascal Wilderman",1166.92872224211,12,"Indiana","Advertisement",0
"Jarrad Gerlach",823.158282236177,5,"Indiana","Advertisement",1
"Dr. Harrie Waelchi",284.800453648019,7,"Indiana","Advertisement",0
"Ottis Daniel",1122.47232491801,2,"Idaho","Employee Referral",0
"Rayne Mante",295.090743017247,9,"Colorado","Advertisement",0
"Dakota Swift",1051.87037196755,7,"Idaho","Social Media",0
"Antone Emard",1293.90972909048,2,"Idaho","Social Media",0
"Graham Moore",986.658130780745,11,"Montana","Social Media",0
"Price Murphy",398.093465432122,10,"Montana","Advertisement",0
"Meadow McDermott",614.738837961575,4,"Indiana","Advertisement",1
"Ms. Tori Bergstrom",691.135395230159,3,"Montana","Advertisement",1
"Ms. Joelle Heathcote",458.727082516911,11,"Montana","Employee Referral",0
"Lilly Marvin",1030.51594810001,11,"Montana","Advertisement",0
"Mr. Dyllan Dickens III",1277.99161364241,11,"Montana","Social Media",0
"Texas Murazik DDS",1355.13806893598,3,"Indiana","Advertisement",1
"Plummer Casper",416.424422721747,3,"Montana","Employee Referral",0
"Mrs. Virgia Hudson",1708.50916399283,12,"Indiana","Advertisement",0
"Mr. Edward Stark",709.281213184759,10,"Montana","Employee Referral",1
"Mrs. Saniyah Rolfson",487.78082483385,1,"Indiana","Advertisement",0
"Tolbert Green-Auer",529.530159834495,6,"Idaho","Advertisement",1
"Rudolf Nitzsche",906.352658834012,7,"Montana","Advertisement",0
"Angela Koss-Hermann",613.976647416915,3,"Colorado","Advertisement",0
"Mr. Cole Bauch",864.108873372993,8,"Idaho","Employee Referral",0
"Horace Glover",1882.16344947552,12,"Montana","Social Media",0
"Izayah Gerlach-Walsh",755.029180208964,7,"Idaho","Employee Referral",0
"Dennis Keebler-Spinka",1063.08330763209,8,"Montana","Advertisement",1
"Olena Krajcik",910.088330512265,3,"Montana","Employee Referral",0
"Lyla Conn PhD",581.164689499347,1,"Idaho","Employee Referral",0
"Miss Shyanne West DVM",395.713079587462,12,"Montana","Employee Referral",0
"Dr. Mathilda Schmitt PhD",762.660132391009,7,"Indiana","Advertisement",0
"Tamatha McClure",2137.4514089994,10,"Idaho","Employee Referral",1
"Heather Stanton",488.104135944345,8,"Idaho","Advertisement",1
"Dona Gutkowski",981.241160650598,7,"Colorado","Advertisement",1
"Mr. Henery Harris V",880.461582056748,9,"Montana","Social Media",1
"Ladonna Hermiston-Conn",805.166798425729,3,"Montana","Employee Referral",0
"Dow Schuppe",787.005914013487,2,"Idaho","Advertisement",0
"Corinne Moore",972.898103844706,7,"Montana","Advertisement",1
"Dr. Flem Harber PhD",749.710783929566,10,"Montana","Employee Referral",0
"Alana Thiel",707.269798156258,4,"Montana","Advertisement",0
"Mr. Wyatt Armstrong",1441.77347409265,3,"Montana","Employee Referral",1
"Valentine Abshire",761.963948533026,8,"Montana","Social Media",0
"Frank Armstrong",2048.7804543136,12,"Montana","Advertisement",0
"Jadon Lang-Considine",1543.59091662951,8,"Indiana","Advertisement",1
"Marshall Boehm-Hintz",779.854885798762,6,"Montana","Advertisement",0
"Jelani Morissette III",909.644395971526,1,"Montana","Social Media",0
"Wm Trantow-Purdy",929.971858762247,12,"Idaho","Advertisement",0
"Dr. Trae Zulauf Jr.",1867.35793111551,3,"Montana","Employee Referral",1
"Jerome Mosciski-Ebert",979.029019792234,7,"Idaho","Employee Referral",1
"Miss Karolyn Reichert DVM",980.152234234984,3,"Montana","Employee Referral",0
"Racquel Will",580.681659263523,8,"Montana","Advertisement",0
"Dr. Falon Tremblay MD",782.269412980828,7,"Indiana","Advertisement",0
"Alwilda Considine",694.423807918652,12,"Montana","Employee Referral",0
"Mrs. Salma Hirthe PhD",825.827806943984,5,"Colorado","Advertisement",1
"Ms. Mignon Nitzsche DVM",704.67606791181,2,"Colorado","Advertisement",0
"Ruffin Parisian",783.190949336148,2,"Indiana","Advertisement",0
"Ms. Bettie Kovacek",976.176287189003,3,"Montana","Employee Referral",0
"Miss Vincenza Mayert DDS",1157.46754059851,6,"Idaho","Social Media",1
"Joseline Vandervort-Nicolas",1991.4667156849,10,"Indiana","Advertisement",1
"Ms. Lakendra Cartwright DDS",311.057113566129,11,"Indiana","Advertisement",0
"Ms. Suzann Friesen DDS",1194.39251217205,2,"Montana","Advertisement",0
"Michel Gleichner-Lynch",598.402685979353,11,"Indiana","Employee Referral",0
"Roseann White",631.270221552685,2,"Indiana","Social Media",0
"Hettie Boehm",557.88428432208,5,"Montana","Advertisement",1
"Cloyd Bruen",749.709984075617,10,"Indiana","Advertisement",1
"Chantelle Koelpin-Rowe",1464.3354079411,3,"Montana","Advertisement",1
"Melinda Beahan",1183.46216489676,6,"Idaho","Advertisement",0
"Reason Macejkovic",439.107046375415,3,"Idaho","Employee Referral",0
"Keila Reilly",354.964620522315,4,"Montana","Advertisement",0
"Jasiah Greenfelder-Schumm",898.755243508496,12,"Idaho","Employee Referral",0
"Reyes McDermott Jr.",891.697081634785,11,"Montana","Advertisement",0
"Gena Halvorson MD",379.94191777277,4,"Idaho","Advertisement",1
"Lessie Osinski",675.257507109021,3,"Montana","Advertisement",0
"Burdette Emard",1894.74419129715,6,"Montana","Advertisement",1
"Lindell Hegmann",1175.45186737251,3,"Indiana","Advertisement",1
"Dejah McDermott MD",890.468558604397,12,"Montana","Advertisement",0
"Dr. Davian Dickens",477.081134676053,7,"Indiana","Advertisement",1
"Mr. Miner Schamberger",1468.54536315884,8,"Colorado","Advertisement",1
"Katy Baumbach",760.002851060668,12,"Montana","Employee Referral",0
"Kristen Kemmer",842.570169992837,5,"Montana","Social Media",1
"Dr. Maxim Sanford",428.77881959013,9,"Indiana","Advertisement",0
"Mr. Claiborne Skiles",1844.21252826485,5,"Montana","Advertisement",1
"Letha O'Conner",1355.39159639851,10,"Colorado","Social Media",0
"Jill Armstrong",1962.54614770442,1,"Montana","Employee Referral",0
"Tilman Champlin",535.643005955024,6,"Indiana","Employee Referral",0
"Albina Brakus",547.083378777427,8,"Indiana","Advertisement",1
"Dr. Cecile Christiansen MD",391.765628021655,10,"Idaho","Advertisement",0
"Nana Parker",1289.93117077972,5,"Idaho","Employee Referral",1
"Dr. Adolph Rodriguez",621.687531711265,12,"Indiana","Employee Referral",0
"Dr. Virgel Lang",1024.33672609445,4,"Montana","Advertisement",0
"Fitzgerald Kovacek",830.384386098035,7,"Colorado","Advertisement",0
"Loyd Jast",345.913809623829,2,"Indiana","Advertisement",0
"Eldora Kihn-Wilkinson",1387.25908497621,6,"Montana","Advertisement",0
"Alia Kunde MD",687.957604173539,6,"Indiana","Social Media",1
"Tracey Hammes",1676.65866724471,5,"Idaho","Advertisement",1
"Fletcher Douglas",986.308381613525,8,"Montana","Advertisement",1
"Clabe Sauer",891.199331963545,5,"Montana","Employee Referral",0
"Arianna Bernhard",1296.48740309878,9,"Idaho","Employee Referral",0
"Lorrayne Kreiger-Daniel",545.223215297278,6,"Idaho","Employee Referral",0
"Demetra Douglas",391.3497206459,12,"Idaho","Employee Referral",0
"Ceasar Zboncak V",1034.48804092281,9,"Idaho","Advertisement",1
"Miss Kaylah VonRueden DDS",1089.1220593102,1,"Indiana","Advertisement",0
"Birdella Barton",458.197754003513,12,"Indiana","Advertisement",0
"Mr. Harman Cole MD",816.955411688877,3,"Indiana","Advertisement",1
"Mckenna Gorczany",1192.0434951707,5,"Colorado","Employee Referral",1
"Buel Simonis",401.53802741708,3,"Idaho","Social Media",0
"Gottlieb Hahn",932.91266355252,4,"Montana","Advertisement",1
"Charlie Dietrich-Runte",666.291972147639,2,"Idaho","Social Media",0
"Cesar Connelly",1082.74466925773,2,"Idaho","Advertisement",0
"Mr. Oland Kunde",544.877035917427,3,"Idaho","Advertisement",1
"Mr. Delvin Ortiz",785.093689140609,6,"Indiana","Employee Referral",0
"Mr. Jermain Bogisich",1309.24474325066,4,"Montana","Employee Referral",0
"Dr. Bria Howell",1171.63229031303,7,"Idaho","Advertisement",1
"Miss Lacy Hettinger",499.676124106893,10,"Colorado","Social Media",0
"Gustav Lueilwitz",1187.46515374371,6,"Montana","Advertisement",1
"Mr. Love Gaylord",709.584107944807,3,"Montana","Advertisement",1
"Dr. Orma Reilly",453.984511006573,10,"Montana","Employee Referral",1
"Mrs. Esther Gerhold DDS",1072.91061735103,6,"Montana","Advertisement",1
"Carleton Doyle",638.263285006642,3,"Montana","Advertisement",1
"Braylon Stehr",636.357505241942,5,"Indiana","Advertisement",0
"Blake Hane",968.702566667175,11,"Colorado","Social Media",0
"Mr. Cecil Brown MD",505.774532699399,8,"Montana","Employee Referral",0
"Leamon Boehm",931.214929207189,10,"Idaho","Advertisement",1
"Charlotta Connelly-Ondricka",1430.81781218946,1,"Montana","Advertisement",0
"Kash Quitzon",885.352882954116,7,"Montana","Employee Referral",1
"George Terry",719.847141914366,10,"Montana","Advertisement",0
"Tia Murazik-Quitzon",481.38848119522,9,"Idaho","Advertisement",0
"Helyn Mertz",687.649029419344,7,"Idaho","Advertisement",1
"Jamison Becker",1728.80402544397,12,"Montana","Advertisement",0
"Carey Witting",270.530105875344,9,"Montana","Social Media",0
"Ismael Marks-Graham",1940.16656769866,3,"Indiana","Advertisement",1
"Ireland Yost",971.087287559788,8,"Montana","Employee Referral",1
"Rhiannon Hoeger",1307.34446924368,9,"Idaho","Advertisement",0
"Miss Ruth Harris",731.36106232675,7,"Indiana","Employee Referral",0
"Francisquita Daniel",613.801667348986,11,"Colorado","Advertisement",0
"Treyton Schamberger",752.482604163078,7,"Montana","Social Media",0
"Mitzi Gutmann-Senger",459.330040692668,11,"Montana","Advertisement",0
"Adolf Quigley",2728.12067375247,2,"Colorado","Advertisement",0
"Pablo O'Kon",1154.79258880421,6,"Montana","Advertisement",0
"Julien Roberts",443.82809199824,1,"Montana","Advertisement",0
"Gideon Jacobson-Kovacek",614.547137433753,1,"Montana","Social Media",0
"Nikolai Block",1083.57084441888,10,"Montana","Advertisement",1
"Journey Waters",1300.04486461418,6,"Montana","Advertisement",1
"Arnav Okuneva",1301.68487263226,11,"Montana","Advertisement",0
"Newman Glover",349.139957979465,2,"Idaho","Employee Referral",0
"Mr. Brice Zboncak V",576.350620094447,3,"Montana","Advertisement",0
"Philomena Davis",279.334746523303,6,"Colorado","Advertisement",0
"Dr. Worth Koelpin IV",1797.92354994304,8,"Montana","Advertisement",1
"Lenord Zieme DDS",686.016988658227,1,"Idaho","Employee Referral",0
"Alfredo Becker",477.516862736373,12,"Montana","Advertisement",0
"Kristofer Langosh",335.681878549048,8,"Montana","Advertisement",0
"Carnell Nader",1035.47058189106,1,"Idaho","Employee Referral",0
"Marnita Spinka",634.761463772165,9,"Indiana","Advertisement",0
